"UNIQUE_ID","Occupation_42","ACT","DEGREE","insee_code","SEX","CURRENT_AGE","Familty_type","is_student","target"
12555,"csp_7_8","act2-1","DIPL15","17228","Male",64,"TYPEM4|3",FALSE,56.7096
12556,"csp_5_2","act1-1","DIPL15","17228","Male",34,"TYPEM4|1",FALSE,40.3054
12558,"csp_4_2","act1-1","DIPL17","17228","Female",38,"TYPEM4|1",FALSE,56.337
12561,"csp_7_1","act2-1","DIPL11","17230","Female",87,"TYPEM4|4",FALSE,70.6428
12566,"csp_4_3","act1-1","DIPL17","17232","Male",46,"TYPEM3|1",FALSE,42.7493
12568,"csp_8_6","act2-5","DIPL14","17234","Male",61,"TYPEM4|3",FALSE,67.8598
12573,"csp_6_5","act1-1","DIPL15","17240","Male",30,"TYPEM4|1",FALSE,35.9541
12578,"csp_8_5","act2-5","DIPL12","17240","Female",61,"TYPEM1|2",FALSE,75.2884
12579,"csp_4_6","act1-1","DIPL12","17240","Female",21,"TYPEM1|2",FALSE,55.2967
12582,"csp_3_4","act1-1","DIPL18","17241","Female",44,"TYPEM3|2",FALSE,54.9866
12585,"csp_7_7","act2-1","DIPL12","17243","Female",80,"TYPEM4|4",FALSE,73.3205
12587,"csp_3_1","act1-1","DIPL2","17244","Male",78,"TYPEM4|2",FALSE,61.7861
12588,"csp_8_6","act2-4","DIPL14","17246","Female",63,"TYPEM4|2",FALSE,75.2471
12591,"csp_7_7","act2-1","DIPL13","17247","Male",67,"TYPEM4|4",FALSE,55.8378
12598,"csp_7_7","act2-1","DIPL13","17255","Male",69,"TYPEM1|1",FALSE,58.8233
12599,"csp_3_3","act1-1","DIPL19","17255","Female",46,"TYPEM4|1",FALSE,62.6704
12600,"csp_7_8","act2-1","DIPL18","17255","Male",83,"TYPEM4|4",FALSE,59.7726
12601,"csp_6_4","act1-1","DIPL13","17257","Male",45,"TYPEM4|1",FALSE,43.8432
12602,"csp_7_7","act2-1","DIPL11","17257","Female",80,"TYPEM4|4",FALSE,67.9586
12603,"csp_3_7","act1-1","DIPL16","17260","Female",49,"TYPEM4|1",FALSE,52.0207
12605,"csp_7_8","act2-1","DIPL2","17263","Male",80,"TYPEM4|4",FALSE,66.4104
12606,"csp_5_6","act1-2","DIPL13","17264","Female",22,"TYPEM4|2",TRUE,53.0215
12607,"csp_8_5","act2-4","DIPL14","17264","Female",33,"TYPEM4|2",FALSE,64.7013
12608,"csp_7_1","act2-1","DIPL11","17264","Male",69,"TYPEM1|1",FALSE,62.7368
12609,"csp_7_7","act2-1","DIPL11","17264","Male",78,"TYPEM1|1",FALSE,61.7379
12610,"csp_7_5","act2-1","DIPL13","17264","Male",88,"TYPEM4|4",FALSE,62.4933
12611,"csp_7_7","act2-1","DIPL1","17264","Male",69,"TYPEM1|1",FALSE,60.2146
12613,"csp_2_1","act1-2","DIPL3","17265","Male",58,"TYPEM4|4",FALSE,55.6963
12614,"csp_5_3","act1-1","DIPL12","17265","Female",24,"TYPEM4|2",TRUE,59.3861
12615,"csp_3_1","act1-1","DIPL18","17265","Male",68,"TYPEM1|1",FALSE,57.1015
12616,"csp_5_4","act1-1","DIPL13","17266","Male",48,"TYPEM4|1",FALSE,42.6439
12618,"csp_7_7","act2-1","DIPL11","17266","Female",74,"TYPEM3|2",FALSE,67.9489
12622,"csp_4_2","act1-1","DIPL15","17268","Male",22,"TYPEM4|1",FALSE,42.427
12624,"csp_8_5","act2-4","DIPL18","17274","Female",41,"TYPEM4|2",FALSE,67.9724
12627,"csp_5_4","act1-1","DIPL14","17274","Female",60,"TYPEM4|3",FALSE,57.1502
12628,"csp_7_7","act2-1","DIPL2","17274","Female",89,"TYPEM3|2",FALSE,75.5519
12630,"csp_7_5","act2-1","DIPL14","17274","Female",85,"TYPEM4|4",FALSE,74.3668
12636,"csp_7_7","act2-1","DIPL11","17277","Female",81,"TYPEM4|4",FALSE,69.9996
12640,"csp_4_7","act1-1","DIPL14","17277","Male",35,"TYPEM4|2",FALSE,38.6674
12641,"csp_5_4","act1-1","DIPL16","17278","Female",58,"TYPEM4|1",FALSE,49.3633
12642,"csp_8_5","act2-4","DIPL18","17279","Female",41,"TYPEM4|2",FALSE,68.0307
12644,"csp_8_4","act2-2","DIPL3","17283","Female",23,"TYPEM2|0",TRUE,38.4531
12646,"csp_8_4","act2-2","DIPL14","17283","Female",21,"TYPEM2|0",TRUE,41.688
12647,"csp_4_6","act1-1","DIPL14","17283","Male",38,"TYPEM4|1",FALSE,45.6729
12648,"csp_3_1","act1-1","DIPL18","17283","Female",51,"TYPEM3|2",FALSE,61.7376
12650,"csp_5_6","act1-1","DIPL13","17283","Female",37,"TYPEM1|2",FALSE,56.0845
12652,"csp_6_5","act1-1","DIPL11","17283","Male",60,"TYPEM4|1",FALSE,40.822
12656,"csp_7_7","act2-1","DIPL13","17284","Female",71,"TYPEM1|2",FALSE,71.2531
12657,"csp_8_6","act2-4","DIPL13","17284","Female",60,"TYPEM4|4",FALSE,70.8182
12661,"csp_6_5","act1-1","DIPL14","17289","Male",30,"TYPEM4|1",FALSE,34.7292
12662,"csp_5_6","act1-2","DIPL13","17291","Female",53,"TYPEM4|4",FALSE,64.6988
12664,"csp_7_8","act2-1","DIPL3","17291","Male",91,"TYPEM4|4",FALSE,62.4138
12666,"csp_6_2","act1-1","DIPL11","17291","Female",55,"TYPEM4|3",FALSE,56.3939
12670,"csp_4_2","act1-1","DIPL18","17292","Female",50,"TYPEM3|2",FALSE,50.6614
12671,"csp_7_8","act2-1","DIPL3","17295","Male",91,"TYPEM4|4",FALSE,62.7647
12674,"csp_5_5","act1-1","DIPL13","17297","Male",40,"TYPEM2|0",FALSE,33.7832
12680,"csp_6_3","act1-2","DIPL15","17299","Male",24,"TYPEM4|2",TRUE,43.3839
12681,"csp_6_9","act1-2","DIPL13","17299","Female",26,"TYPEM1|2",FALSE,54.8605
12686,"csp_5_2","act1-1","DIPL15","17299","Female",29,"TYPEM1|2",FALSE,58.1167
12687,"csp_7_2","act2-1","DIPL13","17299","Female",83,"TYPEM1|2",FALSE,79.5034
12688,"csp_7_5","act2-1","DIPL15","17299","Male",74,"TYPEM4|4",FALSE,67.0379
12689,"csp_7_7","act2-1","DIPL11","17299","Female",65,"TYPEM4|4",FALSE,67.6484
12690,"csp_2_1","act1-1","DIPL13","17299","Male",65,"TYPEM1|1",FALSE,57.8707
12692,"csp_6_4","act1-1","DIPL13","17299","Male",39,"TYPEM4|1",FALSE,42.3801
12693,"csp_7_8","act2-1","DIPL1","17299","Male",73,"TYPEM1|1",FALSE,64.9237
12696,"csp_4_3","act1-1","DIPL18","17299","Female",28,"TYPEM4|1",FALSE,58.625
12697,"csp_5_2","act1-1","DIPL16","17299","Female",42,"TYPEM4|1",FALSE,53.3155
12698,"csp_7_1","act2-1","DIPL2","17299","Female",89,"TYPEM4|4",FALSE,81.9984
12699,"csp_4_5","act1-1","DIPL13","17299","Male",54,"TYPEM4|1",FALSE,63.0233
12700,"csp_7_1","act2-1","DIPL12","17299","Male",82,"TYPEM4|4",FALSE,71.5778
12704,"csp_7_4","act2-1","DIPL19","17299","Male",66,"TYPEM1|1",FALSE,70.5045
12706,"csp_8_4","act2-2","DIPL12","17299","Female",15,"TYPEM3|2",TRUE,58.3804
12710,"csp_8_5","act2-5","DIPL16","17299","Male",44,"TYPEM3|1",FALSE,50.9317
12712,"csp_7_7","act2-1","DIPL13","17299","Male",58,"TYPEM4|4",FALSE,58.1765
12713,"csp_2_2","act1-1","DIPL13","17299","Female",53,"TYPEM4|1",FALSE,50.1639
12714,"csp_6_3","act1-1","DIPL13","17299","Male",59,"TYPEM4|1",FALSE,48.4192
12716,"csp_7_8","act2-1","DIPL13","17300","Male",66,"TYPEM4|4",FALSE,52.653
12717,"csp_8_5","act2-5","DIPL14","17300","Male",35,"TYPEM2|0",FALSE,47.5229
12718,"csp_4_2","act1-1","DIPL16","17300","Female",54,"TYPEM4|1",FALSE,46.9299
12719,"csp_5_4","act1-1","DIPL16","17300","Female",39,"TYPEM3|2",FALSE,46.9296
12720,"csp_8_6","act2-5","DIPL1","17300","Female",69,"TYPEM4|3",FALSE,67.2368
12721,"csp_7_7","act2-1","DIPL13","17300","Male",63,"TYPEM4|3",FALSE,52.4193
12724,"csp_7_7","act2-1","DIPL13","17300","Female",89,"TYPEM4|4",FALSE,64.0974
12725,"csp_5_3","act1-1","DIPL15","17300","Male",52,"TYPEM4|1",FALSE,47.7061
12728,"csp_7_8","act2-1","DIPL11","17300","Male",70,"TYPEM4|4",FALSE,53.5713
12732,"csp_6_2","act1-1","DIPL15","17300","Male",45,"TYPEM1|1",FALSE,41.4679
12733,"csp_7_8","act2-1","DIPL2","17300","Male",68,"TYPEM1|1",FALSE,66.6585
12734,"csp_8_6","act2-5","DIPL1","17300","Male",70,"TYPEM3|1",FALSE,51.4341
12737,"csp_8_5","act2-5","DIPL16","17300","Female",52,"TYPEM4|4",FALSE,61.8623
12739,"csp_3_7","act1-1","DIPL18","17300","Female",39,"TYPEM4|3",FALSE,55.5772
12742,"csp_7_7","act2-1","DIPL14","17300","Female",66,"TYPEM4|4",FALSE,64.2739
12743,"csp_7_4","act2-1","DIPL18","17300","Female",66,"TYPEM4|3",FALSE,64.5655
12744,"csp_8_6","act2-1","DIPL11","17300","Female",75,"TYPEM4|4",FALSE,64.5897
12745,"csp_6_2","act1-1","DIPL13","17300","Male",61,"TYPEM4|1",FALSE,46.8679
12747,"csp_5_6","act1-1","DIPL13","17300","Female",50,"TYPEM4|1",FALSE,56.4841
12749,"csp_7_7","act2-1","DIPL13","17300","Male",79,"TYPEM1|1",FALSE,56.9327
12751,"csp_4_6","act1-1","DIPL16","17300","Female",54,"TYPEM4|1",FALSE,51.4818
12752,"csp_5_6","act1-1","DIPL15","17300","Female",44,"TYPEM1|2",FALSE,58.6364
12754,"csp_7_7","act2-1","DIPL12","17300","Female",89,"TYPEM4|1",FALSE,70.478
12755,"csp_7_1","act2-1","DIPL11","17300","Female",72,"TYPEM4|4",FALSE,66.0874
12758,"csp_7_7","act2-1","DIPL13","17300","Female",74,"TYPEM4|4",FALSE,63.1634
12760,"csp_7_5","act2-1","DIPL14","17300","Male",66,"TYPEM4|3",FALSE,57.0163
12762,"csp_8_4","act2-2","DIPL12","17300","Female",18,"TYPEM4|4",TRUE,54.1362
12766,"csp_3_1","act1-1","DIPL18","17300","Female",52,"TYPEM4|1",FALSE,67.3412
12771,"csp_6_3","act1-1","DIPL13","17300","Male",50,"TYPEM4|1",FALSE,30.8426
12772,"csp_4_3","act1-1","DIPL16","17300","Female",45,"TYPEM4|1",FALSE,52.6405
12773,"csp_5_5","act1-1","DIPL16","17300","Female",21,"TYPEM1|2",FALSE,46.4049
12774,"csp_7_8","act2-1","DIPL13","17300","Male",73,"TYPEM4|4",FALSE,53.1226
12775,"csp_6_2","act1-1","DIPL13","17300","Male",48,"TYPEM4|1",FALSE,39.7881
12778,"csp_7_4","act2-1","DIPL18","17300","Female",82,"TYPEM4|4",FALSE,68.4408
12779,"csp_7_8","act2-1","DIPL2","17300","Male",80,"TYPEM4|4",FALSE,63.0327
12780,"csp_5_2","act1-1","DIPL12","17300","Male",50,"TYPEM1|1",FALSE,45.4573
12781,"csp_4_3","act1-1","DIPL17","17300","Female",45,"TYPEM4|1",FALSE,56.9677
12782,"csp_7_8","act2-1","DIPL16","17300","Male",70,"TYPEM4|4",FALSE,51.6512
12783,"csp_7_7","act2-1","DIPL2","17300","Female",82,"TYPEM1|2",FALSE,76.2901
12784,"csp_7_5","act2-1","DIPL12","17300","Female",66,"TYPEM4|4",FALSE,71.7972
12785,"csp_4_3","act1-1","DIPL18","17300","Female",29,"TYPEM4|1",TRUE,51.1392
12787,"csp_6_8","act1-1","DIPL13","17300","Male",24,"TYPEM4|1",FALSE,38.646
12789,"csp_8_6","act2-4","DIPL13","17300","Female",89,"TYPEM3|2",FALSE,65.4824
12790,"csp_8_4","act2-2","DIPL12","17300","Male",16,"TYPEM4|1",TRUE,48.3311
12792,"csp_8_5","act2-5","DIPL14","17300","Male",54,"TYPEM1|1",FALSE,61.915
12793,"csp_7_2","act2-1","DIPL12","17300","Female",95,"TYPEM4|1",FALSE,73.3436
12794,"csp_6_8","act1-1","DIPL11","17300","Female",38,"TYPEM4|1",FALSE,49.0356
12795,"csp_8_4","act2-2","DIPL12","17300","Male",17,"TYPEM4|3",TRUE,45.4691
12796,"csp_7_7","act2-1","DIPL13","17300","Female",71,"TYPEM1|2",FALSE,67.8644
12800,"csp_2_1","act1-1","DIPL13","17300","Male",42,"TYPEM4|1",FALSE,49.1764
12802,"csp_1_1","act1-1","DIPL15","17300","Male",27,"TYPEM4|1",FALSE,42.4878
12805,"csp_7_5","act2-1","DIPL16","17300","Male",82,"TYPEM1|1",FALSE,58.3643
12806,"csp_6_2","act1-1","DIPL13","17300","Male",31,"TYPEM4|1",FALSE,22.7084
12807,"csp_8_5","act2-5","DIPL13","17300","Male",50,"TYPEM1|1",FALSE,58.9505
12810,"csp_4_6","act1-1","DIPL14","17300","Male",49,"TYPEM4|1",FALSE,41.6697
12812,"csp_4_3","act1-1","DIPL17","17300","Female",36,"TYPEM4|1",FALSE,59.7709
12813,"csp_4_2","act1-1","DIPL16","17300","Male",36,"TYPEM4|2",FALSE,28.4934
12815,"csp_3_3","act1-1","DIPL18","17300","Male",63,"TYPEM4|2",FALSE,48.1117
12819,"csp_8_4","act2-2","DIPL12","17300","Male",19,"TYPEM4|2",TRUE,44.7312
12821,"csp_4_8","act1-1","DIPL17","17300","Female",28,"TYPEM4|1",FALSE,49.0598
12822,"csp_5_6","act1-1","DIPL3","17300","Female",56,"TYPEM4|1",FALSE,68.7442
12827,"csp_7_5","act2-1","DIPL11","17300","Female",82,"TYPEM4|4",FALSE,68.3359
12828,"csp_1_1","act1-1","DIPL13","17300","Female",56,"TYPEM4|1",FALSE,63.5144
12833,"csp_3_8","act1-1","DIPL18","17304","Female",50,"TYPEM2|0",FALSE,47.5592
12835,"csp_7_5","act2-1","DIPL17","17305","Female",65,"TYPEM1|2",FALSE,70.4661
12837,"csp_8_5","act2-5","DIPL13","17306","Male",37,"TYPEM4|4",FALSE,52.1582
12838,"csp_8_5","act2-5","DIPL1","17306","Female",27,"TYPEM4|1",FALSE,58.0511
12840,"csp_3_3","act1-1","DIPL16","17306","Female",52,"TYPEM4|1",FALSE,56.7857
12842,"csp_6_4","act1-1","DIPL15","17306","Male",36,"TYPEM1|1",FALSE,40.873
12845,"csp_8_5","act2-4","DIPL12","17306","Female",47,"TYPEM3|2",FALSE,61.809
12848,"csp_7_1","act2-1","DIPL13","17306","Female",71,"TYPEM4|4",FALSE,64.6689
12852,"csp_5_5","act1-1","DIPL16","17306","Female",28,"TYPEM4|1",FALSE,44.8686
12853,"csp_2_2","act1-1","DIPL13","17306","Male",38,"TYPEM4|1",FALSE,35.3787
12856,"csp_7_7","act2-1","DIPL13","17306","Male",61,"TYPEM2|0",FALSE,44.5295
12858,"csp_5_6","act1-1","DIPL13","17306","Female",55,"TYPEM4|3",FALSE,64.6562
12859,"csp_7_8","act2-1","DIPL2","17306","Male",80,"TYPEM4|4",FALSE,64.8571
12860,"csp_5_2","act1-1","DIPL17","17306","Male",46,"TYPEM1|1",FALSE,41.5094
12861,"csp_1_1","act1-1","DIPL13","17306","Male",50,"TYPEM3|2",FALSE,43.4308
12862,"csp_4_7","act1-1","DIPL13","17306","Male",51,"TYPEM4|1",FALSE,55.3447
12863,"csp_3_8","act1-2","DIPL18","17306","Male",44,"TYPEM4|3",FALSE,54.261
12864,"csp_6_4","act1-2","DIPL15","17306","Male",44,"TYPEM4|4",FALSE,47.3015
12868,"csp_6_2","act1-1","DIPL15","17306","Male",39,"TYPEM4|2",FALSE,25.1411
12869,"csp_3_7","act1-1","DIPL14","17306","Male",55,"TYPEM4|1",FALSE,48.027
12871,"csp_8_5","act2-2","DIPL3","17308","Female",16,"TYPEM4|1",TRUE,50.8512
12873,"csp_4_6","act1-1","DIPL17","17308","Female",41,"TYPEM4|3",FALSE,43.714
12874,"csp_4_7","act1-1","DIPL13","17308","Male",40,"TYPEM4|2",FALSE,45.2397
12875,"csp_8_4","act2-2","DIPL3","17308","Male",26,"TYPEM4|1",TRUE,45.4031
12880,"csp_4_3","act1-1","DIPL16","17310","Female",50,"TYPEM4|1",FALSE,54.1222
12881,"csp_6_3","act1-1","DIPL14","17310","Female",27,"TYPEM4|1",FALSE,55.9897
12882,"csp_6_3","act1-1","DIPL14","17311","Male",29,"TYPEM4|1",FALSE,37.9914
12883,"csp_8_4","act2-2","DIPL12","17311","Female",17,"TYPEM4|1",TRUE,59.7833
12886,"csp_7_5","act2-1","DIPL13","17312","Male",73,"TYPEM4|4",FALSE,59.8352
12889,"csp_8_6","act2-4","DIPL3","17312","Female",82,"TYPEM1|2",FALSE,82.7449
12892,"csp_7_5","act2-1","DIPL14","17315","Female",80,"TYPEM4|4",FALSE,72.5139
12894,"csp_8_1","act1-2","DIPL18","17318","Male",23,"TYPEM4|4",FALSE,46.8523
12895,"csp_1_1","act1-1","DIPL13","17320","Female",49,"TYPEM4|1",FALSE,63.2243
12896,"csp_2_2","act1-1","DIPL16","17320","Male",43,"TYPEM3|1",FALSE,24.3011
12897,"csp_4_8","act1-1","DIPL14","17321","Male",59,"TYPEM3|1",FALSE,38.678
12898,"csp_3_3","act1-1","DIPL18","17321","Male",42,"TYPEM4|1",FALSE,54.3254
12899,"csp_8_5","act2-5","DIPL2","17321","Female",53,"TYPEM1|2",FALSE,77.2749
12902,"csp_5_2","act1-1","DIPL16","17325","Male",44,"TYPEM4|1",FALSE,48.6427
12904,"csp_5_5","act1-1","DIPL17","17328","Female",35,"TYPEM4|1",FALSE,55.4123
12909,"csp_1_1","act1-1","DIPL13","17330","Male",28,"TYPEM3|1",FALSE,35.5891
12911,"csp_6_3","act1-1","DIPL13","17331","Male",55,"TYPEM4|1",FALSE,44.0112
12912,"csp_7_1","act2-1","DIPL12","17331","Female",84,"TYPEM1|2",FALSE,79.8375
12914,"csp_6_8","act1-1","DIPL13","17333","Male",58,"TYPEM4|1",FALSE,45.6959
12915,"csp_4_3","act1-1","DIPL16","17333","Female",36,"TYPEM4|1",FALSE,48.4788
12917,"csp_6_3","act1-1","DIPL13","17333","Female",32,"TYPEM3|2",FALSE,50.8381
12918,"csp_4_8","act1-1","DIPL13","17333","Male",51,"TYPEM4|1",FALSE,46.9291
12921,"csp_8_5","act2-5","DIPL13","17336","Female",54,"TYPEM4|4",FALSE,65.2903
12922,"csp_7_4","act2-1","DIPL18","17336","Female",69,"TYPEM4|2",FALSE,67.0379
12926,"csp_4_7","act1-1","DIPL15","17337","Female",54,"TYPEM2|0",FALSE,51.6743
12927,"csp_4_3","act1-1","DIPL16","17337","Male",32,"TYPEM4|1",FALSE,44.0844
12928,"csp_7_1","act2-1","DIPL3","17337","Female",71,"TYPEM4|4",FALSE,72.4118
12929,"csp_4_3","act1-1","DIPL16","17337","Male",47,"TYPEM1|1",FALSE,40.3978
12934,"csp_2_2","act1-1","DIPL14","17339","Male",46,"TYPEM4|1",FALSE,42.5358
12935,"csp_8_5","act2-5","DIPL12","17343","Male",58,"TYPEM1|1",FALSE,68.0378
12936,"csp_7_7","act2-1","DIPL12","17344","Male",74,"TYPEM4|4",FALSE,63.5264
12937,"csp_4_2","act1-2","DIPL18","17346","Female",31,"TYPEM4|4",FALSE,53.0877
12938,"csp_7_8","act2-1","DIPL11","17346","Female",82,"TYPEM3|2",FALSE,72.7069
12941,"csp_7_7","act2-1","DIPL2","17347","Female",64,"TYPEM4|4",FALSE,75.3156
12946,"csp_4_6","act1-1","DIPL18","17347","Male",34,"TYPEM4|1",FALSE,52.5975
12948,"csp_3_5","act1-1","DIPL17","17347","Male",50,"TYPEM4|1",FALSE,56.0015
12949,"csp_7_1","act2-1","DIPL14","17347","Female",61,"TYPEM4|4",FALSE,71.3268
12951,"csp_8_6","act2-5","DIPL1","17347","Male",70,"TYPEM4|1",FALSE,69.1053
12954,"csp_3_1","act1-1","DIPL18","17348","Male",65,"TYPEM4|1",FALSE,55.0114
12956,"csp_3_1","act1-1","DIPL18","17348","Male",50,"TYPEM4|1",FALSE,54.4954
12958,"csp_4_8","act1-2","DIPL12","17349","Female",52,"TYPEM1|2",FALSE,69.7783
12961,"csp_5_3","act1-1","DIPL14","17349","Male",33,"TYPEM4|1",FALSE,46.2544
12962,"csp_3_1","act1-1","DIPL14","17351","Male",55,"TYPEM4|1",FALSE,57.2441
12963,"csp_6_4","act1-1","DIPL3","17353","Male",45,"TYPEM4|2",FALSE,38.7997
12964,"csp_7_8","act2-1","DIPL14","17353","Male",68,"TYPEM4|4",FALSE,56.9226
12967,"csp_5_4","act1-2","DIPL15","17355","Female",38,"TYPEM4|4",FALSE,55.3189
12971,"csp_6_5","act1-1","DIPL13","17360","Female",48,"TYPEM4|1",FALSE,56.7817
12974,"csp_7_1","act2-1","DIPL16","17362","Male",85,"TYPEM4|4",FALSE,58.3557
12976,"csp_5_2","act1-1","DIPL15","17363","Female",24,"TYPEM4|1",FALSE,52.9556
12977,"csp_7_7","act2-1","DIPL14","17366","Female",75,"TYPEM1|2",FALSE,72.3551
12982,"csp_7_2","act2-1","DIPL2","17373","Female",80,"TYPEM1|2",FALSE,81.642
12983,"csp_7_8","act2-1","DIPL2","17375","Male",89,"TYPEM2|0",FALSE,54.2237
12985,"csp_3_3","act1-1","DIPL16","17376","Male",47,"TYPEM4|1",FALSE,39.2124
12987,"csp_7_5","act2-1","DIPL17","17378","Female",65,"TYPEM1|2",FALSE,70.6392
12988,"csp_7_5","act2-1","DIPL17","17380","Female",73,"TYPEM1|2",FALSE,72.4979
12989,"csp_7_7","act2-1","DIPL14","17380","Female",78,"TYPEM4|4",FALSE,69.6833
12990,"csp_6_4","act1-1","DIPL15","17380","Male",32,"TYPEM4|1",FALSE,32.202
12991,"csp_6_3","act1-2","DIPL15","17380","Male",19,"TYPEM3|2",FALSE,40.8818
12992,"csp_7_7","act2-1","DIPL11","17380","Female",97,"TYPEM1|2",FALSE,74.1268
12995,"csp_7_7","act2-1","DIPL2","17384","Female",86,"TYPEM4|4",FALSE,77.1387
12997,"csp_7_8","act2-1","DIPL11","17385","Male",89,"TYPEM1|1",FALSE,61.0158
12999,"csp_4_6","act1-1","DIPL16","17385","Female",43,"TYPEM4|1",FALSE,46.2082
13001,"csp_8_4","act2-2","DIPL12","17385","Female",17,"TYPEM4|1",TRUE,57.5542
13002,"csp_3_1","act1-1","DIPL18","17385","Female",32,"TYPEM4|1",FALSE,60.6865
13003,"csp_7_7","act2-1","DIPL13","17385","Male",67,"TYPEM4|4",FALSE,54.1876
13004,"csp_2_1","act1-1","DIPL13","17385","Male",41,"TYPEM4|1",FALSE,49.3519
13005,"csp_6_2","act1-1","DIPL15","17385","Male",37,"TYPEM3|1",FALSE,29.8718
13007,"csp_7_7","act2-1","DIPL13","17385","Female",61,"TYPEM4|4",FALSE,61.8919
13008,"csp_3_7","act1-1","DIPL18","17385","Male",33,"TYPEM1|1",FALSE,46.807
13011,"csp_6_4","act1-2","DIPL15","17387","Male",51,"TYPEM1|1",FALSE,49.9798
13012,"csp_4_5","act1-1","DIPL16","17389","Female",39,"TYPEM4|3",FALSE,53.3429
13013,"csp_8_5","act2-5","DIPL3","17389","Male",19,"TYPEM4|2",TRUE,51.3413
13015,"csp_5_4","act1-1","DIPL13","17391","Female",41,"TYPEM4|1",FALSE,58.2279
13021,"csp_8_4","act2-2","DIPL14","17391","Female",19,"TYPEM4|4",TRUE,52.7542
13023,"csp_8_5","act2-2","DIPL3","17393","Female",15,"TYPEM4|2",TRUE,46.8574
13026,"csp_6_8","act1-1","DIPL15","17394","Male",28,"TYPEM3|1",FALSE,34.2864
13027,"csp_2_1","act1-1","DIPL13","17395","Male",56,"TYPEM4|1",FALSE,48.5828
13028,"csp_4_8","act1-1","DIPL13","17395","Male",42,"TYPEM4|1",FALSE,39.9213
13029,"csp_7_1","act2-1","DIPL11","17396","Female",77,"TYPEM4|4",FALSE,70.5726
13031,"csp_6_9","act1-1","DIPL13","17396","Female",55,"TYPEM4|1",FALSE,60.32
13032,"csp_8_4","act2-2","DIPL12","17397","Female",21,"TYPEM4|1",TRUE,57.364
13033,"csp_7_7","act2-1","DIPL11","17397","Female",83,"TYPEM1|2",FALSE,73.5729
13034,"csp_4_3","act1-2","DIPL16","17397","Female",36,"TYPEM4|2",FALSE,49.3291
13036,"csp_7_7","act2-1","DIPL11","17397","Female",92,"TYPEM1|2",FALSE,72.9948
13037,"csp_5_6","act1-1","DIPL13","17398","Female",55,"TYPEM4|1",FALSE,57.7562
13039,"csp_4_3","act1-1","DIPL17","17403","Female",40,"TYPEM1|2",FALSE,54.9842
13041,"csp_3_4","act1-1","DIPL16","17407","Female",54,"TYPEM4|1",FALSE,60.4048
13048,"csp_8_6","act2-5","DIPL18","17407","Male",66,"TYPEM4|4",FALSE,60.2025
13050,"csp_6_2","act1-2","DIPL15","17407","Male",49,"TYPEM4|4",FALSE,47.4486
13055,"csp_6_3","act1-1","DIPL2","17409","Male",26,"TYPEM4|1",FALSE,46.8065
13056,"csp_7_7","act2-1","DIPL11","17409","Female",88,"TYPEM1|2",FALSE,74.2507
13058,"csp_7_8","act2-1","DIPL13","17409","Female",69,"TYPEM4|4",FALSE,63.8492
13059,"csp_5_6","act1-2","DIPL14","17409","Female",28,"TYPEM4|2",FALSE,54.6628
13061,"csp_3_7","act1-1","DIPL18","17412","Male",44,"TYPEM4|1",FALSE,47.9798
13064,"csp_7_5","act2-1","DIPL18","17414","Male",69,"TYPEM1|1",FALSE,63.8842
13067,"csp_4_6","act1-1","DIPL14","17414","Female",24,"TYPEM2|0",TRUE,51.5696
13068,"csp_7_8","act2-1","DIPL11","17414","Male",89,"TYPEM1|1",FALSE,62.0933
13069,"csp_7_7","act2-1","DIPL17","17414","Female",66,"TYPEM1|2",FALSE,67.5859
13070,"csp_8_5","act2-4","DIPL13","17415","Female",57,"TYPEM4|2",FALSE,73.3173
13072,"csp_7_8","act2-1","DIPL11","17415","Male",84,"TYPEM4|4",FALSE,64.0746
13073,"csp_3_7","act1-1","DIPL18","17415","Female",39,"TYPEM1|2",FALSE,69.4347
13074,"csp_6_3","act1-1","DIPL12","17415","Male",49,"TYPEM4|1",FALSE,56.2537
13077,"csp_6_3","act1-1","DIPL13","17415","Male",54,"TYPEM4|2",FALSE,38.7334
13080,"csp_4_7","act1-1","DIPL13","17415","Male",60,"TYPEM4|1",FALSE,57.7762
13081,"csp_5_2","act1-1","DIPL11","17415","Male",56,"TYPEM4|2",FALSE,43.8733
13083,"csp_7_1","act2-1","DIPL3","17415","Female",90,"TYPEM1|2",FALSE,79.7994
13084,"csp_7_8","act2-1","DIPL2","17415","Female",68,"TYPEM3|2",FALSE,71.9551
13085,"csp_5_5","act1-1","DIPL13","17415","Female",44,"TYPEM4|1",FALSE,57.9206
13086,"csp_5_6","act1-1","DIPL13","17415","Female",51,"TYPEM4|1",FALSE,71.5599
13087,"csp_7_7","act2-1","DIPL12","17415","Female",62,"TYPEM1|2",FALSE,79.0811
13088,"csp_7_8","act2-1","DIPL13","17415","Male",68,"TYPEM1|1",FALSE,62.0775
13089,"csp_5_2","act1-2","DIPL15","17415","Female",28,"TYPEM4|2",FALSE,53.1009
13093,"csp_6_3","act1-1","DIPL13","17415","Female",28,"TYPEM4|1",FALSE,51.7719
13094,"csp_7_7","act2-1","DIPL16","17415","Female",63,"TYPEM4|4",FALSE,65.7062
13095,"csp_7_8","act2-1","DIPL11","17415","Male",70,"TYPEM4|4",FALSE,61.1543
13096,"csp_5_5","act1-1","DIPL13","17415","Female",48,"TYPEM4|1",FALSE,59.3504
