"UNIQUE_ID","SPORTS"
15923,"CLUB111"
15925,"CLUB105"
15935,"CLUB123"
15937,"CLUB242"
15952,"CLUB410"
15967,"CLUB111"
15969,"CLUB605"
15982,"CLUB413"
16002,"CLUB415"
16026,"CLUB123"
16028,"CLUB118"
16042,"CLUB413"
16050,"CLUB420"
16064,"CLUB413"
16073,"CLUB115"
16085,"CLUB604"
16086,"CLUB242"
16121,"CLUB604"
16126,"CLUB242"
16132,"CLUB218"
16140,"CLUB105"
16146,"CLUB413"
16157,"CLUB233"
16165,"CLUB113"
16172,"CLUB101"
16181,"CLUB604"
16213,"CLUB250"
16228,"CLUB109"
16234,"CLUB111"
16253,"CLUB262"
16256,"CLUB132"
16261,"CLUB420"
16262,"CLUB212"
16286,"CLUB111"
16327,"CLUB111"
16329,"CLUB109"
16345,"CLUB128"
16377,"CLUB408"
16390,"CLUB111"
16402,"CLUB115"
16405,"CLUB108"
16413,"CLUB115"
16418,"CLUB109"
16462,"CLUB604"
16502,"CLUB133"
16509,"CLUB402"
16514,"CLUB111"
16518,"CLUB117"
16523,"CLUB111"
16528,"CLUB413"
16566,"CLUB133"
16588,"CLUB125"
16601,"CLUB229"
16603,"CLUB413"
16604,"CLUB133"
16609,"CLUB111"
16622,"CLUB109"
16625,"CLUB413"
16627,"CLUB103"
16638,"CLUB209"
16639,"CLUB115"
16668,"CLUB111"
16670,"CLUB125"
16681,"CLUB242"
16684,"CLUB133"
16709,"CLUB133"
16725,"CLUB133"
16727,"CLUB403"
16743,"CLUB242"
16745,"CLUB115"
16747,"CLUB105"
16751,"CLUB132"
16763,"CLUB121"
16765,"CLUB132"
16767,"CLUB111"
16768,"CLUB111"
16774,"CLUB201"
16790,"CLUB123"
16805,"CLUB109"
16813,"CLUB124"
16835,"CLUB111"
16859,"CLUB111"
16888,"CLUB115"
16941,"CLUB132"
16954,"CLUB101"
16966,"CLUB111"
16985,"CLUB128"
17034,"CLUB111"
17080,"CLUB218"
17114,"CLUB108"
17126,"CLUB115"
17133,"CLUB245"
17136,"CLUB115"
17149,"CLUB242"
17163,"CLUB111"
17167,"CLUB111"
17170,"CLUB123"
17171,"CLUB123"
17220,"CLUB111"
17233,"CLUB213"
17256,"CLUB245"
17273,"CLUB408"
17284,"CLUB111"
17291,"CLUB111"
17295,"CLUB103"
17322,"CLUB111"
17328,"CLUB402"
17348,"CLUB402"
17359,"CLUB123"
17371,"CLUB108"
17379,"CLUB111"
17382,"CLUB408"
17386,"CLUB111"
17456,"CLUB123"
17469,"CLUB404"
17494,"CLUB111"
17501,"CLUB109"
17508,"CLUB109"
17515,"CLUB108"
17516,"CLUB601"
17538,"CLUB111"
17540,"CLUB402"
17552,"CLUB103"
17555,"CLUB111"
17559,"CLUB111"
17581,"CLUB111"
17592,"CLUB242"
17615,"CLUB109"
17632,"CLUB101"
17640,"CLUB407"
17648,"CLUB111"
17649,"CLUB111"
17666,"CLUB242"
17669,"CLUB242"
17676,"CLUB123"
17679,"CLUB101"
17697,"CLUB133"
17713,"CLUB245"
17719,"CLUB501"
17720,"CLUB604"
17722,"CLUB111"
17724,"CLUB604"
17728,"CLUB413"
17738,"CLUB121"
17757,"CLUB132"
17772,"CLUB111"
17813,"CLUB133"
17840,"CLUB233"
17852,"CLUB105"
17853,"CLUB108"
17856,"CLUB211"
17864,"CLUB111"
17883,"CLUB111"
17887,"CLUB233"
17925,"CLUB501"
17938,"CLUB132"
17942,"CLUB133"
17946,"CLUB132"
17947,"CLUB402"
17978,"CLUB111"
18002,"CLUB128"
18006,"CLUB604"
18014,"CLUB211"
18019,"CLUB232"
18041,"CLUB243"
18044,"CLUB402"
18061,"CLUB222"
18064,"CLUB242"
18067,"CLUB204"
18103,"CLUB132"
18112,"CLUB113"
18121,"CLUB102"
18128,"CLUB133"
18149,"CLUB232"
18169,"CLUB258"
18176,"CLUB115"
18177,"CLUB604"
18198,"CLUB124"
18212,"CLUB117"
18216,"CLUB221"
18217,"CLUB109"
18227,"CLUB111"
18230,"CLUB402"
18233,"CLUB402"
18238,"CLUB108"
18239,"CLUB125"
18247,"CLUB115"
18275,"CLUB211"
18304,"CLUB111"
18340,"CLUB124"
18366,"CLUB420"
18372,"CLUB245"
18373,"CLUB109"
18404,"CLUB123"
18422,"CLUB403"
18474,"CLUB111"
18491,"CLUB111"
18506,"CLUB109"
18534,"CLUB125"
18546,"CLUB111"
18553,"CLUB105"
18569,"CLUB232"
18592,"CLUB402"
18595,"CLUB111"
18623,"CLUB123"
18644,"CLUB111"
18654,"CLUB222"
18663,"CLUB221"
18665,"CLUB233"
18675,"CLUB242"
18701,"CLUB111"
18710,"CLUB123"
18724,"CLUB111"
18731,"CLUB406"
18735,"CLUB402"
18753,"CLUB132"
18800,"CLUB242"
18815,"CLUB101"
18825,"CLUB123"
18827,"CLUB402"
18830,"CLUB132"
18833,"CLUB101"
18835,"CLUB123"
18850,"CLUB402"
18851,"CLUB128"
18863,"CLUB233"
18891,"CLUB123"
18899,"CLUB604"
18938,"CLUB125"
18948,"CLUB221"
18958,"CLUB245"
18961,"CLUB413"
18963,"CLUB111"
18978,"CLUB103"
19002,"CLUB109"
19016,"CLUB229"
19022,"CLUB115"
19029,"CLUB604"
19055,"CLUB111"
19067,"CLUB123"
19072,"CLUB111"
19096,"CLUB129"
19098,"CLUB245"
19135,"CLUB117"
19160,"CLUB402"
19169,"CLUB111"
19175,"CLUB402"
19181,"CLUB201"
19185,"CLUB111"
19186,"CLUB109"
19196,"CLUB229"
19198,"CLUB109"
19210,"CLUB109"
19228,"CLUB406"
19240,"CLUB210"
19282,"CLUB110"
19315,"CLUB229"
19316,"CLUB111"
19321,"CLUB402"
19353,"CLUB252"
19363,"CLUB111"
19368,"CLUB133"
19369,"CLUB604"
19388,"CLUB127"
19397,"CLUB123"
19424,"CLUB101"
19433,"CLUB123"
19437,"CLUB114"
19443,"CLUB604"
19446,"CLUB402"
19458,"CLUB132"
19486,"CLUB103"
19499,"CLUB111"
19513,"CLUB115"
19560,"CLUB111"
19580,"CLUB604"
19581,"CLUB232"
19619,"CLUB402"
19632,"CLUB132"
19635,"CLUB233"
19641,"CLUB111"
19652,"CLUB125"
19657,"CLUB242"
19666,"CLUB604"
19667,"CLUB402"
19675,"CLUB605"
19676,"CLUB604"
19684,"CLUB119"
19701,"CLUB125"
19708,"CLUB132"
19709,"CLUB402"
19768,"CLUB232"
19771,"CLUB133"
19809,"CLUB413"
19813,"CLUB413"
19824,"CLUB125"
19859,"CLUB122"
19872,"CLUB111"
19880,"CLUB124"
19908,"CLUB124"
19912,"CLUB413"
19928,"CLUB232"
19934,"CLUB413"
19935,"CLUB111"
19943,"CLUB133"
19950,"CLUB122"
19958,"CLUB123"
19963,"CLUB245"
20001,"CLUB117"
20002,"CLUB410"
20004,"CLUB126"
20023,"CLUB229"
20040,"CLUB401"
20051,"CLUB406"
20061,"CLUB406"
20072,"CLUB123"
20095,"CLUB406"
20105,"CLUB132"
20116,"CLUB218"
20187,"CLUB237"
20188,"CLUB406"
20191,"CLUB420"
20221,"CLUB108"
20229,"CLUB406"
20238,"CLUB406"
20239,"CLUB406"
20246,"CLUB123"
20253,"CLUB117"
20262,"CLUB128"
20264,"CLUB115"
20270,"CLUB604"
20290,"CLUB402"
20307,"CLUB111"
20338,"CLUB111"
20341,"CLUB132"
20348,"CLUB128"
20357,"CLUB253"
20397,"CLUB109"
20399,"CLUB402"
20410,"CLUB210"
20420,"CLUB128"
20427,"CLUB115"
20429,"CLUB109"
20432,"CLUB403"
20454,"CLUB111"
20480,"CLUB132"
20484,"CLUB604"
20497,"CLUB128"
20502,"CLUB123"
20516,"CLUB219"
20547,"CLUB403"
20572,"CLUB403"
20573,"CLUB410"
20574,"CLUB128"
20588,"CLUB111"
20607,"CLUB107"
20646,"CLUB410"
20655,"CLUB111"
20662,"CLUB410"
20696,"CLUB128"
20697,"CLUB115"
20705,"CLUB124"
20714,"CLUB117"
20740,"CLUB123"
20770,"CLUB105"
20778,"CLUB123"
20790,"CLUB242"
20795,"CLUB117"
20834,"CLUB105"
20880,"CLUB111"
20912,"CLUB115"
20944,"CLUB407"
20950,"CLUB128"
20956,"CLUB111"
20960,"CLUB410"
20962,"CLUB132"
20969,"CLUB117"
20973,"CLUB101"
20992,"CLUB117"
21007,"CLUB111"
21023,"CLUB242"
21033,"CLUB407"
21041,"CLUB109"
21043,"CLUB410"
21047,"CLUB221"
21049,"CLUB111"
21050,"CLUB115"
21052,"CLUB111"
21063,"CLUB123"
21104,"CLUB407"
21137,"CLUB604"
21164,"CLUB218"
21201,"CLUB103"
21219,"CLUB261"
21257,"CLUB129"
21300,"CLUB218"
21311,"CLUB407"
21326,"CLUB410"
21331,"CLUB124"
21334,"CLUB115"
21335,"CLUB222"
21336,"CLUB242"
21344,"CLUB111"
21347,"CLUB501"
21354,"CLUB111"
21358,"CLUB218"
21366,"CLUB109"
21379,"CLUB123"
21380,"CLUB111"
21413,"CLUB111"
21473,"CLUB229"
21474,"CLUB601"
21479,"CLUB401"
21503,"CLUB406"
21504,"CLUB106"
21505,"CLUB127"
21556,"CLUB111"
21564,"CLUB601"
21565,"CLUB405"
21567,"CLUB413"
21573,"CLUB402"
21584,"CLUB109"
21602,"CLUB206"
21624,"CLUB202"
21636,"CLUB242"
21648,"CLUB125"
21650,"CLUB108"
21653,"CLUB109"
21662,"CLUB105"
21679,"CLUB117"
21686,"CLUB109"
21758,"CLUB132"
21759,"CLUB119"
21772,"CLUB252"
21776,"CLUB601"
21787,"CLUB125"
21793,"CLUB125"
21831,"CLUB101"
21862,"CLUB242"
21875,"CLUB111"
21879,"CLUB403"
21903,"CLUB206"
21948,"CLUB601"
21960,"CLUB233"
21973,"CLUB111"
22006,"CLUB123"
22008,"CLUB111"
22053,"CLUB261"
22076,"CLUB117"
22085,"CLUB108"
22096,"CLUB242"
22127,"CLUB105"
22132,"CLUB257"
22148,"CLUB215"
22154,"CLUB108"
22167,"CLUB242"
22183,"CLUB111"
22189,"CLUB245"
22197,"CLUB404"
22207,"CLUB206"
22220,"CLUB233"
22242,"CLUB133"
22283,"CLUB109"
22295,"CLUB245"
22308,"CLUB111"
22310,"CLUB111"
22343,"CLUB402"
22344,"CLUB258"
22364,"CLUB123"
22384,"CLUB111"
22387,"CLUB117"
22394,"CLUB111"
22397,"CLUB402"
22400,"CLUB126"
22408,"CLUB413"
22417,"CLUB111"
22435,"CLUB404"
22441,"CLUB111"
22446,"CLUB402"
22485,"CLUB402"
22492,"CLUB604"
22508,"CLUB402"
22509,"CLUB132"
22521,"CLUB221"
22527,"CLUB111"
22534,"CLUB405"
22563,"CLUB111"
22569,"CLUB402"
22575,"CLUB125"
22597,"CLUB218"
22606,"CLUB605"
22610,"CLUB246"
22621,"CLUB254"
22624,"CLUB402"
22648,"CLUB123"
22682,"CLUB402"
22697,"CLUB107"
22716,"CLUB123"
22743,"CLUB133"
22775,"CLUB229"
22781,"CLUB101"
22789,"CLUB115"
22812,"CLUB401"
22818,"CLUB123"
22837,"CLUB109"
22845,"CLUB119"
22848,"CLUB229"
22862,"CLUB221"
22894,"CLUB111"
22919,"CLUB410"
22920,"CLUB402"
22926,"CLUB111"
22927,"CLUB203"
22936,"CLUB242"
22937,"CLUB402"
22943,"CLUB402"
22954,"CLUB133"
22959,"CLUB242"
22969,"CLUB129"
22974,"CLUB133"
23006,"CLUB123"
23024,"CLUB262"
23038,"CLUB111"
23042,"CLUB101"
23068,"CLUB245"
23076,"CLUB132"
23093,"CLUB404"
23099,"CLUB125"
23114,"CLUB402"
23115,"CLUB409"
23118,"CLUB242"
23124,"CLUB123"
23126,"CLUB413"
23131,"CLUB103"
23135,"CLUB410"
23136,"CLUB111"
23141,"CLUB221"
23155,"CLUB111"
23157,"CLUB111"
23159,"CLUB123"
23168,"CLUB410"
23169,"CLUB105"
23172,"CLUB133"
23198,"CLUB420"
23203,"CLUB123"
23220,"CLUB129"
23226,"CLUB404"
23237,"CLUB109"
23240,"CLUB242"
23246,"CLUB124"
23247,"CLUB103"
23249,"CLUB125"
23254,"CLUB418"
23266,"CLUB119"
23269,"CLUB109"
23275,"CLUB132"
23295,"CLUB103"
23296,"CLUB413"
23310,"CLUB111"
23320,"CLUB117"
23333,"CLUB232"
23335,"CLUB111"
23336,"CLUB242"
23337,"CLUB105"
23358,"CLUB111"
23370,"CLUB132"
23381,"CLUB132"
23390,"CLUB410"
23395,"CLUB242"
23403,"CLUB242"
23417,"CLUB601"
23421,"CLUB601"
23423,"CLUB101"
23431,"CLUB111"
23433,"CLUB113"
23438,"CLUB409"
23442,"CLUB122"
23457,"CLUB132"
23459,"CLUB417"
23505,"CLUB109"
23522,"CLUB604"
23525,"CLUB119"
23551,"CLUB103"
23591,"CLUB111"
23594,"CLUB402"
23603,"CLUB202"
23615,"CLUB105"
23616,"CLUB413"
23635,"CLUB123"
23636,"CLUB105"
23644,"CLUB121"
23649,"CLUB410"
23658,"CLUB113"
23673,"CLUB243"
23689,"CLUB132"
23697,"CLUB242"
23705,"CLUB123"
23730,"CLUB402"
23732,"CLUB212"
23740,"CLUB119"
23774,"CLUB401"
23791,"CLUB123"
23794,"CLUB132"
23807,"CLUB402"
23826,"CLUB242"
23844,"CLUB133"
23846,"CLUB410"
23877,"CLUB111"
23879,"CLUB133"
23882,"CLUB123"
23908,"CLUB123"
23920,"CLUB101"
23923,"CLUB103"
23953,"CLUB123"
23966,"CLUB102"
23972,"CLUB407"
23975,"CLUB109"
23978,"CLUB413"
23988,"CLUB233"
23994,"CLUB132"
24003,"CLUB402"
24011,"CLUB604"
24024,"CLUB229"
24025,"CLUB402"
24037,"CLUB111"
24041,"CLUB406"
24048,"CLUB111"
24057,"CLUB103"
24062,"CLUB123"
24066,"CLUB229"
24069,"CLUB111"
24081,"CLUB402"
24083,"CLUB132"
24104,"CLUB122"
24106,"CLUB117"
24109,"CLUB409"
24112,"CLUB229"
24119,"CLUB604"
24137,"CLUB106"
24149,"CLUB111"
24165,"CLUB402"
24171,"CLUB410"
24174,"CLUB111"
24176,"CLUB410"
24188,"CLUB406"
24199,"CLUB123"
24200,"CLUB604"
24216,"CLUB109"
24221,"CLUB232"
24224,"CLUB406"
24241,"CLUB123"
24243,"CLUB417"
24257,"CLUB402"
24258,"CLUB242"
24259,"CLUB125"
24264,"CLUB102"
24298,"CLUB229"
24301,"CLUB413"
24317,"CLUB232"
24338,"CLUB132"
24344,"CLUB111"
24351,"CLUB108"
24360,"CLUB133"
24369,"CLUB123"
24370,"CLUB603"
24377,"CLUB242"
24444,"CLUB111"
24452,"CLUB410"
24461,"CLUB111"
24468,"CLUB406"
24477,"CLUB402"
24479,"CLUB420"
24485,"CLUB111"
24490,"CLUB420"
24504,"CLUB601"
24518,"CLUB127"
24519,"CLUB262"
24545,"CLUB604"
24561,"CLUB601"
24570,"CLUB132"
24585,"CLUB127"
24588,"CLUB245"
24597,"CLUB115"
24642,"CLUB262"
24665,"CLUB101"
24683,"CLUB125"
24704,"CLUB132"
24723,"CLUB133"
24729,"CLUB410"
24746,"CLUB603"
24774,"CLUB132"
24781,"CLUB132"
24782,"CLUB127"
24793,"CLUB601"
24802,"CLUB128"
24804,"CLUB102"
24837,"CLUB242"
24840,"CLUB501"
24841,"CLUB604"
24867,"CLUB123"
24870,"CLUB402"
24876,"CLUB401"
24906,"CLUB124"
24923,"CLUB132"
24979,"CLUB402"
25000,"CLUB105"
25013,"CLUB206"
25022,"CLUB125"
25039,"CLUB105"
25040,"CLUB103"
25052,"CLUB119"
25054,"CLUB102"
25060,"CLUB132"
25076,"CLUB413"
25079,"CLUB245"
25080,"CLUB604"
25109,"CLUB410"
25123,"CLUB242"
25126,"CLUB132"
25137,"CLUB132"
25140,"CLUB106"
25171,"CLUB242"
25174,"CLUB109"
25180,"CLUB604"
25198,"CLUB229"
25199,"CLUB402"
25200,"CLUB212"
25216,"CLUB250"
25239,"CLUB402"
25240,"CLUB126"
25243,"CLUB115"
25265,"CLUB111"
25266,"CLUB257"
25275,"CLUB109"
25284,"CLUB243"
25293,"CLUB415"
25294,"CLUB117"
25314,"CLUB117"
25334,"CLUB105"
25370,"CLUB121"
25377,"CLUB218"
25405,"CLUB604"
25426,"CLUB233"
25432,"CLUB245"
25446,"CLUB123"
25465,"CLUB109"
25506,"CLUB119"
25519,"CLUB113"
25535,"CLUB402"
25546,"CLUB219"
25576,"CLUB413"
25591,"CLUB133"
25609,"CLUB111"
25614,"CLUB402"
25617,"CLUB133"
25624,"CLUB213"
25630,"CLUB132"
25633,"CLUB404"
25634,"CLUB211"
25636,"CLUB109"
25647,"CLUB132"
25663,"CLUB119"
25667,"CLUB111"
25676,"CLUB132"
25684,"CLUB413"
25686,"CLUB132"
25687,"CLUB133"
25693,"CLUB402"
25698,"CLUB406"
25702,"CLUB124"
25708,"CLUB413"
25716,"CLUB126"
25722,"CLUB221"
25724,"CLUB402"
25725,"CLUB242"
25726,"CLUB402"
25727,"CLUB252"
25749,"CLUB256"
25757,"CLUB112"
25765,"CLUB128"
25770,"CLUB111"
25778,"CLUB404"
25784,"CLUB128"
25790,"CLUB117"
25792,"CLUB111"
25812,"CLUB237"
25827,"CLUB105"
25838,"CLUB133"
25854,"CLUB402"
25873,"CLUB116"
25878,"CLUB110"
25880,"CLUB123"
25883,"CLUB206"
25884,"CLUB403"
25917,"CLUB117"
25926,"CLUB111"
25948,"CLUB129"
25961,"CLUB132"
26020,"CLUB402"
26048,"CLUB261"
26066,"CLUB101"
26091,"CLUB123"
26116,"CLUB408"
26134,"CLUB101"
26143,"CLUB127"
26167,"CLUB413"
26180,"CLUB204"
26188,"CLUB420"
26200,"CLUB402"
26204,"CLUB408"
26240,"CLUB132"
26264,"CLUB123"
26268,"CLUB111"
26275,"CLUB132"
26289,"CLUB103"
26300,"CLUB402"
26349,"CLUB133"
26382,"CLUB101"
26393,"CLUB123"
26414,"CLUB109"
26426,"CLUB105"
26428,"CLUB108"
26439,"CLUB266"
26465,"CLUB245"
26466,"CLUB402"
26494,"CLUB402"
26503,"CLUB221"
26509,"CLUB406"
26559,"CLUB121"
26566,"CLUB219"
26574,"CLUB126"
26576,"CLUB604"
26609,"CLUB218"
26641,"CLUB115"
26657,"CLUB110"
26660,"CLUB123"
26693,"CLUB254"
26709,"CLUB119"
26711,"CLUB403"
26715,"CLUB127"
26726,"CLUB132"
26733,"CLUB404"
26747,"CLUB402"
26765,"CLUB128"
26781,"CLUB242"
26804,"CLUB123"
26819,"CLUB111"
26822,"CLUB108"
26826,"CLUB245"
26836,"CLUB133"
26838,"CLUB123"
26854,"CLUB111"
26860,"CLUB111"
26868,"CLUB229"
26869,"CLUB117"
26878,"CLUB246"
26890,"CLUB209"
26893,"CLUB266"
26945,"CLUB111"
26955,"CLUB245"
26960,"CLUB105"
26962,"CLUB111"
26963,"CLUB111"
26996,"CLUB133"
27014,"CLUB117"
27015,"CLUB111"
27021,"CLUB111"
27043,"CLUB113"
27046,"CLUB406"
27048,"CLUB601"
27051,"CLUB123"
27052,"CLUB128"
27057,"CLUB402"
27080,"CLUB123"
27081,"CLUB204"
27084,"CLUB117"
27096,"CLUB111"
27102,"CLUB250"
27120,"CLUB123"
27122,"CLUB111"
27146,"CLUB420"
27159,"CLUB115"
27170,"CLUB101"
27188,"CLUB103"
27196,"CLUB402"
27204,"CLUB111"
27209,"CLUB232"
27221,"CLUB402"
27224,"CLUB219"
27236,"CLUB246"
27239,"CLUB101"
27257,"CLUB213"
27282,"CLUB266"
27295,"CLUB245"
27296,"CLUB601"
27303,"CLUB601"
27305,"CLUB222"
27313,"CLUB124"
27333,"CLUB101"
27358,"CLUB250"
27374,"CLUB413"
27383,"CLUB132"
27386,"CLUB601"
27391,"CLUB123"
27395,"CLUB202"
27398,"CLUB111"
27403,"CLUB211"
27405,"CLUB125"
27410,"CLUB403"
27424,"CLUB124"
27439,"CLUB242"
27463,"CLUB267"
27467,"CLUB111"
27485,"CLUB101"
27487,"CLUB126"
27532,"CLUB123"
27535,"CLUB117"
27543,"CLUB111"
27549,"CLUB604"
27556,"CLUB132"
27583,"CLUB406"
27584,"CLUB111"
27586,"CLUB402"
27615,"CLUB111"
27616,"CLUB250"
27633,"CLUB101"
27647,"CLUB133"
27660,"CLUB402"
27670,"CLUB123"
27671,"CLUB132"
27674,"CLUB103"
27686,"CLUB246"
27698,"CLUB111"
27742,"CLUB115"
27749,"CLUB119"
27750,"CLUB109"
27766,"CLUB604"
27770,"CLUB604"
27774,"CLUB129"
27776,"CLUB111"
27778,"CLUB125"
27821,"CLUB117"
27842,"CLUB242"
27862,"CLUB114"
27866,"CLUB111"
27874,"CLUB242"
27878,"CLUB105"
27881,"CLUB123"
27894,"CLUB115"
27902,"CLUB406"
27907,"CLUB132"
27918,"CLUB252"
27923,"CLUB406"
27936,"CLUB402"
27949,"CLUB402"
27980,"CLUB109"
27984,"CLUB103"
27985,"CLUB123"
27993,"CLUB221"
27999,"CLUB242"
28053,"CLUB121"
28054,"CLUB125"
28098,"CLUB123"
28113,"CLUB242"
28127,"CLUB242"
28137,"CLUB132"
28162,"CLUB601"
28170,"CLUB219"
28174,"CLUB209"
28181,"CLUB105"
28200,"CLUB111"
28202,"CLUB418"
28227,"CLUB401"
28243,"CLUB121"
28245,"CLUB113"
28250,"CLUB237"
28296,"CLUB113"
28306,"CLUB245"
28324,"CLUB117"
28328,"CLUB133"
28332,"CLUB132"
28343,"CLUB410"
28345,"CLUB221"
28347,"CLUB420"
28421,"CLUB261"
28426,"CLUB262"
28432,"CLUB249"
28440,"CLUB211"
28449,"CLUB121"
28450,"CLUB133"
28455,"CLUB109"
28462,"CLUB221"
28470,"CLUB108"
28475,"CLUB245"
28487,"CLUB257"
28501,"CLUB124"
28513,"CLUB221"
28533,"CLUB133"
28553,"CLUB123"
28568,"CLUB122"
28575,"CLUB111"
28582,"CLUB245"
28610,"CLUB115"
28612,"CLUB410"
28617,"CLUB404"
28621,"CLUB420"
28623,"CLUB123"
28624,"CLUB109"
28633,"CLUB111"
28645,"CLUB111"
28654,"CLUB111"
28663,"CLUB111"
28678,"CLUB253"
28731,"CLUB242"
28733,"CLUB407"
28735,"CLUB111"
28737,"CLUB604"
28738,"CLUB111"
28758,"CLUB234"
28797,"CLUB413"
28808,"CLUB229"
28812,"CLUB123"
28821,"CLUB122"
28855,"CLUB111"
28867,"CLUB133"
28873,"CLUB132"
28875,"CLUB245"
28876,"CLUB111"
28883,"CLUB119"
28885,"CLUB245"
28908,"CLUB242"
28919,"CLUB604"
28929,"CLUB111"
28959,"CLUB410"
28971,"CLUB406"
28975,"CLUB420"
28990,"CLUB110"
29059,"CLUB111"
29068,"CLUB132"
29076,"CLUB121"
29095,"CLUB212"
29096,"CLUB404"
29161,"CLUB413"
29175,"CLUB111"
29176,"CLUB403"
29193,"CLUB601"
29196,"CLUB103"
29240,"CLUB111"
29273,"CLUB405"
29284,"CLUB132"
29287,"CLUB111"
29295,"CLUB119"
29305,"CLUB132"
29318,"CLUB128"
29330,"CLUB123"
29333,"CLUB420"
29335,"CLUB218"
29340,"CLUB115"
29376,"CLUB113"
29391,"CLUB133"
29398,"CLUB403"
29407,"CLUB123"
29423,"CLUB242"
29433,"CLUB111"
29435,"CLUB205"
29461,"CLUB133"
29465,"CLUB402"
29478,"CLUB402"
29501,"CLUB212"
29503,"CLUB233"
29547,"CLUB103"
29548,"CLUB123"
29568,"CLUB202"
29569,"CLUB111"
29604,"CLUB119"
29637,"CLUB123"
29640,"CLUB127"
29656,"CLUB228"
29665,"CLUB129"
29697,"CLUB123"
29702,"CLUB123"
29725,"CLUB110"
29733,"CLUB228"
29744,"CLUB123"
29745,"CLUB232"
29751,"CLUB233"
29768,"CLUB402"
29772,"CLUB228"
29775,"CLUB111"
29796,"CLUB129"
29814,"CLUB402"
29815,"CLUB206"
29830,"CLUB105"
29839,"CLUB242"
29854,"CLUB262"
29856,"CLUB127"
29877,"CLUB209"
29879,"CLUB218"
29885,"CLUB110"
29887,"CLUB605"
29899,"CLUB402"
29908,"CLUB111"
29913,"CLUB111"
29963,"CLUB406"
29968,"CLUB132"
29997,"CLUB108"
30019,"CLUB404"
30023,"CLUB245"
30024,"CLUB604"
30031,"CLUB123"
30032,"CLUB402"
30053,"CLUB117"
30070,"CLUB402"
30077,"CLUB413"
30088,"CLUB111"
30092,"CLUB111"
30097,"CLUB123"
30112,"CLUB101"
30120,"CLUB101"
30137,"CLUB111"
30162,"CLUB129"
30178,"CLUB127"
30203,"CLUB413"
30204,"CLUB115"
30212,"CLUB111"
30225,"CLUB109"
30279,"CLUB233"
30289,"CLUB246"
30320,"CLUB115"
30348,"CLUB245"
30361,"CLUB219"
30385,"CLUB108"
30395,"CLUB111"
30414,"CLUB124"
30420,"CLUB267"
30430,"CLUB111"
30459,"CLUB105"
30461,"CLUB109"
30462,"CLUB132"
30467,"CLUB413"
30483,"CLUB232"
30488,"CLUB413"
30493,"CLUB106"
30508,"CLUB111"
30515,"CLUB218"
30530,"CLUB132"
30531,"CLUB402"
30554,"CLUB123"
30561,"CLUB408"
30566,"CLUB132"
30580,"CLUB111"
30590,"CLUB221"
30594,"CLUB125"
30596,"CLUB111"
30601,"CLUB132"
30603,"CLUB123"
30604,"CLUB123"
30610,"CLUB101"
30611,"CLUB111"
30623,"CLUB111"
30658,"CLUB257"
30662,"CLUB245"
30663,"CLUB113"
30665,"CLUB126"
30673,"CLUB103"
30686,"CLUB261"
30722,"CLUB221"
30724,"CLUB406"
30725,"CLUB111"
30735,"CLUB402"
30762,"CLUB601"
30803,"CLUB202"
30806,"CLUB413"
30825,"CLUB604"
30827,"CLUB129"
30829,"CLUB242"
30838,"CLUB129"
30866,"CLUB249"
30869,"CLUB129"
30870,"CLUB115"
30876,"CLUB406"
30886,"CLUB404"
30910,"CLUB245"
30950,"CLUB111"
30955,"CLUB132"
30958,"CLUB124"
30961,"CLUB106"
30966,"CLUB408"
30973,"CLUB109"
30977,"CLUB101"
30991,"CLUB132"
31002,"CLUB245"
31013,"CLUB401"
31019,"CLUB103"
31032,"CLUB201"
31039,"CLUB403"
31045,"CLUB123"
31046,"CLUB103"
31054,"CLUB246"
31056,"CLUB123"
31063,"CLUB258"
31076,"CLUB128"
31103,"CLUB111"
31120,"CLUB402"
31122,"CLUB117"
31130,"CLUB127"
31145,"CLUB406"
31163,"CLUB103"
31164,"CLUB131"
31193,"CLUB221"
31198,"CLUB119"
31204,"CLUB109"
31206,"CLUB103"
31218,"CLUB604"
31221,"CLUB420"
31225,"CLUB113"
31254,"CLUB117"
31275,"CLUB103"
31279,"CLUB111"
31289,"CLUB402"
31298,"CLUB111"
31301,"CLUB501"
31313,"CLUB111"
31351,"CLUB229"
31352,"CLUB126"
31354,"CLUB123"
31388,"CLUB202"
31390,"CLUB408"
31391,"CLUB420"
31399,"CLUB115"
31401,"CLUB601"
31420,"CLUB105"
31443,"CLUB221"
31458,"CLUB111"
31460,"CLUB111"
31464,"CLUB117"
31465,"CLUB111"
31472,"CLUB113"
31485,"CLUB404"
31489,"CLUB604"
31497,"CLUB406"
31505,"CLUB132"
31507,"CLUB111"
31510,"CLUB105"
31525,"CLUB604"
31531,"CLUB111"
31538,"CLUB111"
31543,"CLUB111"
31580,"CLUB221"
31612,"CLUB218"
31631,"CLUB105"
31640,"CLUB133"
31648,"CLUB229"
31655,"CLUB211"
31656,"CLUB109"
31657,"CLUB131"
31670,"CLUB109"
31687,"CLUB111"
31688,"CLUB109"
31691,"CLUB111"
31698,"CLUB403"
31706,"CLUB109"
31713,"CLUB413"
31722,"CLUB123"
31746,"CLUB413"
31755,"CLUB109"
31765,"CLUB133"
31767,"CLUB109"
31797,"CLUB111"
31800,"CLUB106"
31802,"CLUB242"
