"UNIQUE_ID","work_description","WORK_CONDITION","activity_sector","job_category","Employer_type","job_dep","TERMS_OF_EMP","pay","Employee_count","working_hours"
34235,"525a","P","PZ","X","ct_1","38","AUT",6051,"tr_6",173
34237,"563a","D","QB","O","ct_7","38","CDI",23700,"tr_1",3000
34243,"561c","C","IZ","O","ct_9","38","CDI",17051,"tr_1",1911
34246,"543b","C","MA","O","ct_6","38","CDI",18813,"tr_1",1939
34252,"461e","C","GZ","O","ct_9","69","CDI",25091,"tr_5",1820
34254,"388a","C","NZ","O","ct_9","38","CDI",32607,"tr_1",1694
34255,"388a","C","JC","O","ct_9","92","CDI",22676,"tr_6",1582
34260,"544a","C","CI","O","ct_9","38","CDI",28917,"tr_6",2200
34261,"384a","C","CJ","O","ct_9","38","CDI",55169,"tr_6",1820
34266,"388c","C","JC","O","ct_9","38","CDI",36035,"tr_3",2056
34267,"434g","C","QB","X","ct_8","38","AUT",12309,"tr_1",1820
34274,"431b","C","QA","O","ct_8","38","CDI",35834,"tr_6",2444
34278,"681a","C","FZ","O","ct_6","38","CDI",13956,"tr_1",1739
34285,"673c","C","CK","O","ct_9","38","CDI",25760,"tr_6",2056
34299,"341a","C","PZ","O","ct_8","69","CDI",24773,"tr_5",1820
34308,"634d","C","GZ","O","ct_9","38","CDI",21282,"tr_1",2029
34309,"463a","P","JC","O","ct_9","38","CDI",16323,"tr_1",886
34317,"684a","P","NZ","O","ct_9","38","CDI",10007,"tr_5",1421
34321,"388c","C","JC","O","ct_9","38","CDI",38564,"tr_4",2028
34322,"526a","C","QA","O","ct_8","38","CDI",21718,"tr_6",1876
34334,"479b","C","JB","A","ct_9","69","APP",13739,"tr_6",1798
34344,"561c","P","IZ","X","ct_9","73","CDI",7818,"tr_3",711
34345,"674b","C","CA","O","ct_9","38","CDI",1039,"tr_4",110
34347,"553c","C","NZ","O","ct_8","38","AUT",6191,"tr_3",1393
34349,"387a","P","CC","O","ct_9","38","CDI",32754,"tr_3",1614
34353,"546a","C","HZ","O","ct_5","69","AUT",28956,"tr_4",1820
34357,"676e","C","QB","O","ct_8","38","CDI",7145,"tr_6",1798
34359,"621f","C","EZ","O","ct_2","38","AUT",19466,"tr_6",1826
34377,"435b","C","QB","O","ct_8","38","CDI",16519,"tr_3",1831
34381,"542a","C","CG","O","ct_9","38","CDI",18559,"tr_4",1687
34387,"563a","D","QB","O","ct_7","38","CDI",5259,"tr_0",928
34395,"543g","C","CJ","A","ct_9","38","APP",4905,"tr_6",622
34398,"421b","C","PZ","O","ct_8","38","CDI",23130,"tr_1",1820
34404,"461c","C","FZ","A","ct_9","38","APP",11348,"tr_3",1488
34409,"487b","C","CG","O","ct_9","69","CDI",19391,"tr_4",1821
34410,"525d","C","QA","O","ct_3","38","CDI",15584,"tr_6",1503
34424,"383a","C","MA","O","ct_9","38","CDI",24678,"tr_4",2001
34432,"422c","C","PZ","O","ct_8","38","CDI",29327,"tr_5",1820
34436,"342b","P","PZ","O","ct_1","38","AUT",18728,"tr_6",1591
34437,"434d","C","QB","O","ct_8","38","CDI",10563,"tr_2",1504
34442,"461f","C","PZ","O","ct_8","38","CDI",20714,"tr_5",1795
34446,"628g","C","CC","O","ct_9","69","CDI",21319,"tr_3",2028
34454,"431f","C","QA","O","ct_8","69","CDI",24698,"tr_6",1820
34458,"374d","C","GZ","O","ct_9","69","CDI",53180,"tr_3",2028
34462,"671c","C","FZ","O","ct_9","38","CDI",27382,"tr_1",1844
34469,"461c","C","DZ","O","ct_9","38","CDI",34518,"tr_6",1820
34470,"641a","C","FZ","O","ct_9","38","CDI",20855,"tr_3",1529
34473,"463e","C","LZ","O","ct_9","38","CDI",51925,"tr_1",2200
34503,"643a","F","MA","O","ct_9","73","CDI",763,"tr_3",NA
34512,"431f","C","QB","O","ct_8","38","CDI",20729,"tr_2",1857
34513,"461f","P","CJ","O","ct_9","38","CDI",35805,"tr_6",1617
34515,"435b","C","OZ","O","ct_2","38","AUT",29028,"tr_5",1932
34516,"543g","C","MC","O","ct_9","38","CDI",14859,"tr_3",1820
34518,"354b","C","RZ","O","ct_8","38","CDI",36681,"tr_2",1310
34527,"433d","C","QA","O","ct_9","38","CDI",18987,"tr_6",1825
34529,"563b","P","SZ","O","ct_6","38","CDI",5779,"tr_3",633
34531,"636d","C","IZ","O","ct_9","38","CDI",19939,"tr_1",2028
34541,"542a","P","MA","O","ct_9","69","CDI",25431,"tr_1",1611
34542,"542a","P","LZ","O","ct_6","38","CDI",15846,"tr_1",1469
34564,"534a","C","NZ","O","ct_9","38","CDI",18569,"tr_4",1824
34567,"543b","C","MA","O","ct_9","38","CDI",20860,"tr_1",1820
34568,"376d","C","KZ","O","ct_9","38","CDI",56708,"tr_2",2200
34572,"681a","C","FZ","O","ct_9","38","CDI",17661,"tr_5",2036
34590,"526a","P","QA","O","ct_9","38","CDI",10046,"tr_4",1014
34595,"633a","C","FZ","O","ct_9","38","CDI",19514,"tr_5",1604
34602,"543g","P","QB","O","ct_8","38","CDI",15639,"tr_5",470
34604,"554e","C","GZ","O","ct_9","38","CDI",19977,"tr_1",1695
34605,"534a","C","NZ","O","ct_6","38","CDI",21517,"tr_4",1820
34614,"341a","C","PZ","O","ct_8","38","CDI",23892,"tr_5",1686
34617,"461d","C","MA","O","ct_9","69","CDI",28233,"tr_4",2028
34622,"423b","C","PZ","O","ct_6","38","CDI",21029,"tr_1",1827
34628,"481b","C","FZ","O","ct_9","38","CDI",38660,"tr_1",1888
34631,"641a","C","HZ","O","ct_9","69","CDI",20463,"tr_5",2120
34633,"542a","C","JA","X","ct_9","38","AUT",14065,"tr_3",1960
34634,"563b","P","QB","O","ct_7","38","CDI",511,"tr_1",64
34635,"641a","C","HZ","O","ct_9","69","CDI",20546,"tr_3",2379
34636,"561e","C","IZ","O","ct_9","38","CDI",21420,"tr_0",2039
34656,"485a","C","FZ","O","ct_9","38","CDI",23142,"tr_5",1820
34660,"525d","P","QA","O","ct_9","38","CDI",8667,"tr_5",684
34661,"641b","C","HZ","O","ct_9","38","CDI",20048,"tr_6",1688
34666,"526a","F","QA","O","ct_8","38","CDI",7518,"tr_6",639
34667,"653a","C","CI","O","ct_9","38","CDI",16068,"tr_4",1806
34674,"552a","P","GZ","O","ct_9","39","CDI",13898,"tr_5",1466
34676,"543f","C","GZ","O","ct_9","92","CDI",26369,"tr_5",1805
34677,"562a","C","GZ","A","ct_6","21","APP",5284,"tr_2",646
34681,"563b","P","QB","O","ct_9","25","CDI",10834,"tr_3",1509
34682,"451e","C","MB","O","ct_1","21","CDI",35946,"tr_5",1820
34683,"652a","C","CA","O","ct_9","39","CDI",21799,"tr_3",1621
34684,"673c","P","CM","O","ct_9","39","CDI",10770,"tr_4",1259
34697,"434b","C","QA","O","ct_3","39","CDD",16001,"tr_6",1820
34700,"382a","C","MA","O","ct_9","39","CDI",9788,"tr_2",414
34704,"433a","C","QA","O","ct_3","25","AUT",33937,"tr_6",1818
34705,"652a","C","CG","O","ct_9","39","CDI",19930,"tr_3",1820
34720,"461b","C","FZ","O","ct_9","39","CDI",20173,"tr_2",1820
34721,"434d","P","QB","O","ct_8","39","CDI",20071,"tr_4",1274
34735,"623a","C","CH","O","ct_6","39","CDI",22742,"tr_1",2073
34738,"477a","C","CM","O","ct_9","39","CDI",24553,"tr_3",1813
34742,"676c","C","CG","O","ct_9","39","CDI",25551,"tr_3",1989
34751,"554a","C","GZ","O","ct_9","39","CDI",25624,"tr_2",2046
34753,"526a","C","QA","O","ct_9","39","CDI",18422,"tr_3",1820
34754,"681a","P","NZ","O","ct_9","39","TTP",11617,"tr_5",1155
34756,"434d","C","QB","O","ct_8","39","CDI",42680,"tr_2",3000
34785,"525d","C","QB","O","ct_8","39","CDI",18027,"tr_3",1820
34788,"461e","C","MA","O","ct_9","39","CDI",17642,"tr_3",1792
34798,"474b","C","CE","O","ct_9","39","CDI",28739,"tr_6",1826
34808,"478b","C","CH","O","ct_9","39","CDI",35767,"tr_5",1819
34814,"523d","C","QA","O","ct_3","39","CDI",17312,"tr_5",1820
34820,"556a","C","GZ","O","ct_9","39","CDI",47641,"tr_2",1813
34825,"462c","C","CK","O","ct_9","39","CDD",24550,"tr_2",1559
34826,"632a","C","FZ","O","ct_9","39","CDD",7671,"tr_1",794
34838,"481b","C","FZ","O","ct_9","21","CDI",29001,"tr_3",1613
34842,"552a","C","GZ","O","ct_9","39","CDI",14887,"tr_1",1820
34856,"463c","C","CE","O","ct_9","92","CDI",34080,"tr_6",1917
34860,"477c","C","GZ","O","ct_9","57","CDI",34452,"tr_3",1764
34862,"387e","P","CE","O","ct_9","39","CDI",59568,"tr_6",1558
34865,"641a","C","CC","O","ct_9","39","CDI",20608,"tr_1",2079
34878,"625c","C","CE","O","ct_9","39","CDI",33890,"tr_6",1312
34884,"526b","C","MC","O","ct_9","39","CDI",10507,"tr_1",1132
34887,"554f","C","GZ","O","ct_9","39","CDI",14557,"tr_1",1849
34903,"461f","C","MB","O","ct_8","01","CDI",34903,"tr_2",1372
34909,"341a","C","PZ","O","ct_8","39","CDI",20001,"tr_3",1820
34910,"683a","C","GZ","A","ct_9","39","APP",5056,"tr_1",1847
34917,"525d","C","QB","O","ct_8","39","CDI",18739,"tr_3",1820
34921,"632a","C","FZ","O","ct_9","39","CDI",23158,"tr_5",1527
34935,"644a","C","EZ","O","ct_9","39","CDI",22178,"tr_3",1753
34939,"632b","C","SZ","O","ct_9","39","CDI",18518,"tr_1",1979
34941,"461c","C","NZ","O","ct_9","25","TTP",9465,"tr_2",879
34945,"621e","C","FZ","O","ct_9","39","CDI",18948,"tr_2",1842
34964,"333f","C","QA","O","ct_3","70","CDI",47737,"tr_6",1818
34965,"434d","C","QB","O","ct_8","39","CDI",42253,"tr_4",3000
34968,"627d","C","CC","O","ct_9","25","CDI",21328,"tr_1",1575
34980,"463e","C","LZ","O","ct_6","39","CDI",25261,"tr_1",1819
34986,"486b","C","FZ","O","ct_9","21","CDI",25598,"tr_5",1920
34987,"674a","C","CM","O","ct_9","39","CDI",19426,"tr_5",1936
34989,"625c","F","CG","O","ct_9","39","CDI",4628,"tr_5",398
35006,"341a","Y","PZ","O","ct_8","39","CDI",2726,"tr_5",212
35009,"525d","C","QA","O","ct_3","39","CDD",8969,"tr_5",1011
35016,"562a","C","GZ","O","ct_9","39","CDI",4393,"tr_1",619
35017,"634a","C","GZ","O","ct_6","39","CDI",18343,"tr_1",2028
35018,"653a","C","CC","O","ct_9","39","CDI",19047,"tr_4",2173
35021,"641a","C","HZ","O","ct_9","39","CDI",8522,"tr_3",889
35029,"632a","C","FZ","O","ct_9","39","CDI",20797,"tr_2",1571
35044,"543f","C","CJ","O","ct_9","21","CDI",22883,"tr_6",1820
35045,"673c","C","CM","O","ct_9","39","CDI",5390,"tr_1",712
35048,"543b","C","KZ","O","ct_9","39","CDI",21763,"tr_1",1828
35057,"632f","C","FZ","O","ct_6","39","CDI",19427,"tr_1",2028
35060,"341a","C","PZ","O","ct_8","39","CDI",26238,"tr_3",1820
35068,"474b","P","CK","O","ct_9","39","CDI",10714,"tr_2",1299
35073,"552a","C","GZ","O","ct_9","39","CDI",15838,"tr_2",1859
35082,"641a","C","HZ","O","ct_9","40","CDI",10726,"tr_4",654
35087,"526e","C","QA","O","ct_6","40","CDI",14158,"tr_2",1972
35090,"681b","P","FZ","O","ct_9","40","CDI",14755,"tr_1",1272
35092,"461d","C","FZ","O","ct_9","64","CDI",27721,"tr_1",2028
35100,"451a","C","HZ","O","ct_9","40","CDI",20729,"tr_3",1832
35104,"424a","C","QB","O","ct_9","40","CDI",8876,"tr_2",831
35121,"542a","C","LZ","O","ct_9","40","CDI",17795,"tr_1",2028
35122,"524b","C","OZ","O","ct_1","40","AUT",20133,"tr_4",1820
35123,"641b","P","HZ","O","ct_8","40","CDI",8775,"tr_5",864
35131,"434d","C","QA","O","ct_9","40","CDI",27918,"tr_5",1820
35135,"451a","P","HZ","O","ct_9","54","CDI",8886,"tr_3",502
35141,"376b","C","KZ","O","ct_9","64","CDI",28383,"tr_6",1829
35150,"632k","C","RZ","O","ct_9","40","CDI",13848,"tr_3",1820
35158,"563b","P","QB","O","ct_7","40","CDI",19878,"tr_1",1460
35165,"475a","C","CG","O","ct_9","40","CDI",19360,"tr_0",1824
35168,"562a","C","SZ","O","ct_6","40","CDI",13863,"tr_1",1744
35169,"434f","C","QB","O","ct_8","32","CDI",18467,"tr_5",1820
35172,"333c","C","HZ","O","ct_9","64","CDI",26256,"tr_6",1819
35173,"641a","K","HZ","O","ct_9","40","CDD",7378,"tr_5",641
35174,"374a","C","GZ","O","ct_9","40","CDI",48449,"tr_6",2100
35186,"451a","C","HZ","O","ct_9","40","CDI",20763,"tr_3",1832
35198,"467d","C","OZ","O","ct_8","40","CDI",24066,"tr_5",1899
35204,"421b","C","PZ","O","ct_8","40","CDI",32605,"tr_1",2200
35206,"641a","C","FZ","O","ct_9","33","CDI",23572,"tr_4",1931
35215,"655a","C","NZ","O","ct_9","40","TTP",16610,"tr_1",969
35217,"542a","P","MA","O","ct_6","40","CDI",19303,"tr_1",1821
35221,"652a","C","GZ","O","ct_9","40","CDI",22891,"tr_5",2037
35227,"562b","C","SZ","O","ct_9","40","CDI",13071,"tr_1",1794
35242,"561d","C","IZ","A","ct_9","40","APP",9528,"tr_0",1551
35251,"526b","P","MA","O","ct_9","40","CDI",17742,"tr_4",1620
35264,"556a","C","GZ","O","ct_9","40","CDI",15345,"tr_1",1987
35267,"563a","D","QB","O","ct_7","40","CDI",15121,"tr_1",2699
35272,"434b","C","QB","O","ct_8","64","CDI",18978,"tr_3",1550
35273,"545a","C","KZ","A","ct_9","40","APP",10764,"tr_1",1604
35287,"561d","P","IZ","O","ct_9","33","CDI",12673,"tr_1",1162
35292,"554e","C","GZ","O","ct_9","40","CDI",25495,"tr_1",1819
35294,"626c","C","CC","O","ct_9","40","CDI",19846,"tr_3",1798
35295,"521a","C","HZ","O","ct_9","64","CDI",23016,"tr_6",1820
35296,"551a","C","GZ","O","ct_9","40","CDI",15914,"tr_3",1911
35298,"636c","C","CA","O","ct_9","40","CDI",17536,"tr_2",1820
35299,"674c","P","CA","O","ct_9","40","CDI",13255,"tr_1",1569
35300,"643a","C","GZ","O","ct_9","40","CDI",17162,"tr_1",1799
35302,"684a","P","QA","O","ct_9","40","CDI",2552,"tr_1",363
35319,"434d","C","QA","O","ct_9","40","CDI",27810,"tr_5",1820
35321,"461f","C","GZ","O","ct_9","40","CDI",31040,"tr_6",1896
35327,"621e","C","EZ","O","ct_9","40","CDI",23379,"tr_2",1861
35328,"525d","C","QA","O","ct_9","40","CDI",18488,"tr_5",1820
35335,"525d","C","QA","O","ct_9","40","CDI",19560,"tr_5",1820
35337,"376g","C","LZ","O","ct_9","64","CDI",36143,"tr_2",1879
35338,"472d","C","LZ","O","ct_5","40","CDI",22229,"tr_5",1822
35342,"463d","C","CF","O","ct_9","92","CDI",41352,"tr_6",1820
35354,"561b","C","IZ","O","ct_6","27","CDI",16992,"tr_1",2132
35356,"674b","C","CA","O","ct_9","40","TOA",3564,"tr_6",416
35358,"431f","C","QA","O","ct_3","33","AUT",23872,"tr_6",2028
35359,"466c","C","HZ","O","ct_9","40","CDI",35089,"tr_5",2332
35363,"461b","C","FZ","O","ct_9","40","CDI",16334,"tr_1",1771
35370,"632c","C","FZ","O","ct_9","40","CDI",19364,"tr_2",1802
35372,"423b","C","QB","O","ct_8","40","CDI",17115,"tr_3",1820
35375,"524c","C","OZ","O","ct_2","40","CDD",14351,"tr_2",1411
35392,"342g","C","MB","O","ct_9","34","CDI",50637,"tr_6",1827
35400,"342b","C","PZ","O","ct_1","34","AUT",22137,"tr_6",1820
35406,"461e","P","OZ","O","ct_1","40","CDI",19389,"tr_3",1456
35408,"542a","C","LZ","O","ct_9","40","CDI",16642,"tr_1",1865
35412,"533b","C","RZ","O","ct_8","64","CDI",18039,"tr_1",1820
35430,"553c","C","GZ","O","ct_9","40","CDI",16532,"tr_2",1820
35447,"563c","C","TZ","O","ct_7","64","CDI",4199,"tr_1",287
35448,"526a","C","QB","O","ct_8","40","CDI",15299,"tr_3",1823
35466,"526b","C","QA","O","ct_6","40","CDI",22267,"tr_1",1820
35467,"451h","C","QA","O","ct_3","40","CDI",26733,"tr_6",1061
35475,"552a","C","LZ","O","ct_9","40","CDI",19014,"tr_1",1820
35484,"553c","C","GZ","A","ct_9","40","APP",6396,"tr_4",1762
35485,"461d","C","OZ","O","ct_8","40","CDI",29535,"tr_5",1841
35492,"523b","C","PZ","O","ct_1","40","AUT",17270,"tr_3",1834
35495,"374a","C","GZ","O","ct_9","33","CDI",38556,"tr_4",1820
35502,"674b","C","CA","O","ct_9","40","CDD",19108,"tr_5",1512
35503,"525d","C","QB","O","ct_8","40","CDI",21013,"tr_4",1820
35505,"465b","C","JA","O","ct_6","40","CDI",17989,"tr_1",1965
35518,"554a","C","CA","O","ct_9","40","CDD",14634,"tr_1",1216
35519,"474c","C","CK","O","ct_9","33","CDI",26943,"tr_2",2120
35524,"373b","C","CI","O","ct_9","91","CDI",52647,"tr_6",2200
35538,"563c","C","TZ","O","ct_7","40","CDI",11817,"tr_1",1222
35539,"525d","P","QB","O","ct_8","40","CDI",7499,"tr_4",902
35542,"433d","C","GZ","O","ct_6","40","CDI",20690,"tr_2",1960
35544,"623a","C","CC","O","ct_9","40","CDI",29664,"tr_6",1865
35548,"562b","C","SZ","O","ct_6","40","CDI",16974,"tr_1",1849
35549,"552a","P","GZ","O","ct_9","64","CDI",15861,"tr_5",1767
35554,"628f","C","NZ","O","ct_8","40","CDI",14878,"tr_5",1745
35555,"671c","C","FZ","O","ct_9","44","CDI",8810,"tr_1",939
35559,"462b","C","GZ","O","ct_9","40","CDI",19349,"tr_1",1878
35566,"633a","C","MA","O","ct_9","40","CDI",14599,"tr_1",1820
35568,"487a","C","GZ","O","ct_9","40","CDI",22738,"tr_6",1820
35572,"627d","C","CC","O","ct_9","40","CDI",23772,"tr_3",1816
35585,"681b","C","FZ","O","ct_9","40","CDI",16907,"tr_1",1843
35586,"641a","C","HZ","O","ct_9","31","CDD",17837,"tr_3",626
35587,"423a","P","PZ","O","ct_9","40","CDI",5137,"tr_1",749
35597,"636d","C","PZ","O","ct_8","40","CDI",15121,"tr_2",1820
35608,"563c","C","TZ","O","ct_7","40","CDI",15222,"tr_1",1386
35614,"382a","C","FZ","O","ct_9","64","CDI",38711,"tr_3",1498
35628,"542a","P","NZ","O","ct_8","40","CDI",9764,"tr_3",854
35629,"691e","C","SZ","O","ct_6","40","CDI",10078,"tr_1",1324
35630,"554e","P","GZ","O","ct_9","40","CDI",17008,"tr_1",1769
35641,"525d","C","QB","O","ct_9","64","CDI",14966,"tr_3",466
35644,"461d","C","OZ","O","ct_8","40","CDI",26759,"tr_5",1848
35658,"675b","C","CC","O","ct_9","40","CDI",15074,"tr_4",1693
35659,"333c","C","HZ","O","ct_9","40","CDI",31868,"tr_4",1820
35663,"632j","C","FZ","O","ct_9","40","CDI",16749,"tr_1",1878
35666,"564b","C","QB","O","ct_9","40","CDI",16419,"tr_3",1820
35673,"451a","P","HZ","O","ct_9","54","CDI",12412,"tr_3",1019
35679,"541d","C","JB","O","ct_9","37","CDI",35984,"tr_6",2200
35681,"624c","C","CH","O","ct_9","41","CDI",16986,"tr_4",1820
35683,"563b","P","QB","O","ct_8","45","CDI",14178,"tr_4",1706
35710,"341a","C","PZ","O","ct_8","41","CDI",26741,"tr_5",1820
35714,"462c","C","GZ","O","ct_9","18","CDI",45463,"tr_2",1820
35722,"374a","C","GZ","O","ct_9","28","CDI",35669,"tr_1",1820
35724,"636d","C","IZ","O","ct_9","41","CDI",24360,"tr_1",2195
35733,"563a","D","QB","O","ct_7","41","CDI",19886,"tr_1",3000
35735,"467a","C","KZ","O","ct_9","41","CDI",31124,"tr_1",1819
35742,"433d","C","GZ","O","ct_6","41","CDI",14529,"tr_1",1248
35744,"524c","P","OZ","O","ct_2","41","AUT",17238,"tr_6",1455
35746,"435b","P","SZ","O","ct_8","41","CDI",14505,"tr_2",1472
35757,"472c","C","FZ","O","ct_9","41","CDI",20691,"tr_1",1660
35765,"623a","C","CK","O","ct_9","37","CDI",16307,"tr_1",1910
35766,"525d","P","QB","O","ct_8","41","CDI",10802,"tr_3",1469
35769,"373b","P","KZ","O","ct_9","41","CDI",44966,"tr_6",1576
35786,"462e","C","JC","O","ct_9","41","CDI",20099,"tr_6",1820
35811,"373b","C","NZ","O","ct_9","41","CDI",36596,"tr_6",1660
35838,"372a","C","GZ","O","ct_9","41","CDI",50353,"tr_2",2728
35844,"641a","C","HZ","O","ct_9","45","CDI",22821,"tr_3",2452
35845,"676e","C","QB","O","ct_9","41","CDI",5634,"tr_4",808
35847,"684a","P","NZ","O","ct_9","41","CDI",33769,"tr_5",3000
35851,"623g","C","CL","O","ct_9","41","CDI",21487,"tr_6",2184
35858,"473c","C","CJ","O","ct_9","69","CDI",37695,"tr_3",1760
35859,"676e","P","QB","O","ct_8","41","CDI",6542,"tr_4",936
35862,"624c","C","CK","O","ct_9","45","CDI",21599,"tr_5",1816
35865,"388b","C","NZ","O","ct_9","41","CDI",33662,"tr_6",1927
35871,"681a","C","FZ","O","ct_9","41","CDI",22547,"tr_3",2200
35880,"561f","C","IZ","O","ct_9","41","TOA",15928,"tr_1",1252
35881,"382a","C","FZ","O","ct_9","45","CDI",36372,"tr_5",1969
35883,"526b","C","KZ","O","ct_8","41","CDI",20560,"tr_1",1820
35894,"561d","P","IZ","O","ct_9","45","CDI",9250,"tr_3",1021
35898,"628g","C","CM","O","ct_9","41","CDI",18328,"tr_4",2046
35913,"461b","C","GZ","O","ct_9","41","CDI",17250,"tr_1",1736
35940,"462e","C","GZ","O","ct_9","41","CDI",23730,"tr_1",1852
35946,"671c","C","FZ","O","ct_9","41","CDI",19236,"tr_3",1420
35948,"467a","C","KZ","O","ct_9","41","CDI",27810,"tr_6",1820
35950,"461d","C","IZ","O","ct_9","45","CDI",32654,"tr_3",1904
35955,"542a","P","KZ","O","ct_9","41","CDI",14533,"tr_1",1200
35966,"526e","C","QB","O","ct_8","41","CDI",12925,"tr_4",1802
35970,"671c","C","FZ","O","ct_9","41","CDI",19212,"tr_3",1420
35976,"676e","C","CJ","O","ct_9","41","CDI",19910,"tr_5",1821
35977,"543g","C","NZ","O","ct_9","41","CDI",26846,"tr_6",1849
35980,"526b","P","QA","O","ct_9","41","CDI",7532,"tr_1",543
35999,"564b","C","GZ","O","ct_9","41","CDI",16467,"tr_1",1916
36002,"563b","P","QB","O","ct_8","41","CDI",16229,"tr_4",1709
36011,"532b","C","OZ","O","ct_1","28","AUT",18580,"tr_5",1824
36012,"474a","C","CH","O","ct_9","41","CDI",36069,"tr_4",1820
36014,"451a","C","HZ","O","ct_9","45","CDI",16250,"tr_6",1218
36016,"467c","C","KZ","O","ct_9","41","CDI",19437,"tr_1",1820
36018,"628d","C","CJ","O","ct_9","41","CDI",19973,"tr_5",1874
36019,"461e","C","MA","O","ct_6","36","CDI",23901,"tr_1",1820
36022,"485a","C","DZ","O","ct_9","41","CDI",38083,"tr_5",1630
36024,"463b","C","CK","O","ct_9","45","CDI",31829,"tr_1",2028
36026,"684b","C","EZ","O","ct_9","41","CDI",19875,"tr_3",1923
36030,"462b","C","GZ","O","ct_9","41","CDI",22173,"tr_6",2089
36035,"681a","C","FZ","O","ct_9","41","CDI",14054,"tr_4",1844
36051,"477b","C","CE","O","ct_9","41","CDI",25252,"tr_6",1827
36055,"474c","C","CL","O","ct_9","41","CDI",34709,"tr_6",1861
36073,"374a","C","GZ","O","ct_9","36","CDI",39030,"tr_2",3000
36080,"628g","C","GZ","O","ct_6","41","CDI",26811,"tr_3",2071
36099,"463c","C","GZ","O","ct_9","67","CDI",36649,"tr_6",1974
36104,"684a","P","NZ","O","ct_9","41","CDI",5712,"tr_2",611
36105,"462b","C","GZ","O","ct_9","41","CDI",25465,"tr_5",1955
36106,"525d","P","QB","O","ct_8","41","CDI",11617,"tr_3",1122
36109,"478a","C","CA","O","ct_9","41","CDD",21226,"tr_5",1188
36114,"621b","C","NZ","O","ct_9","41","TTP",20029,"tr_1",1582
36122,"526a","C","QA","O","ct_3","41","AUT",21360,"tr_6",1820
36128,"526a","P","QA","O","ct_3","41","AUT",23093,"tr_6",1456
36133,"563a","P","OZ","O","ct_2","85","AUT",9398,"tr_6",848
36136,"462b","C","GZ","O","ct_9","41","CDI",36305,"tr_4",2383
36157,"477d","C","SZ","O","ct_8","41","CDI",16179,"tr_1",1815
36175,"634c","C","GZ","O","ct_9","41","CDI",16382,"tr_1",2035
36183,"636a","C","GZ","O","ct_9","42","CDD",12134,"tr_1",1922
36186,"463e","C","LZ","O","ct_6","42","CDI",15202,"tr_1",1694
36190,"383a","P","CM","O","ct_9","42","CDI",32626,"tr_2",1574
36191,"652a","C","HZ","O","ct_9","42","CDI",17570,"tr_2",1160
36195,"434a","C","QB","O","ct_3","42","AUT",79201,"tr_5",1820
36196,"376d","C","KZ","O","ct_9","42","CDI",50064,"tr_1",1820
36199,"341a","C","PZ","O","ct_8","42","CDI",23700,"tr_3",1614
36201,"525d","P","QA","X","ct_3","42","AUT",8460,"tr_6",1154
36202,"524c","P","OZ","X","ct_2","42","AUT",2497,"tr_3",382
36206,"543b","P","QA","O","ct_6","42","CDI",7798,"tr_1",323
36214,"388b","C","DZ","O","ct_9","69","AUT",43787,"tr_6",1778
36217,"632a","C","FZ","O","ct_9","42","CDI",27505,"tr_2",1618
36220,"552a","C","GZ","O","ct_9","42","CDI",16778,"tr_1",1825
36221,"543b","C","NZ","O","ct_9","42","CDI",25497,"tr_1",1820
36223,"543b","P","CC","O","ct_6","42","CDI",15279,"tr_1",1541
36226,"433a","P","QA","O","ct_9","38","CDI",17662,"tr_2",1430
36230,"462a","C","GZ","O","ct_9","42","CDI",14366,"tr_1",1430
36231,"628g","C","CK","O","ct_6","42","CDI",23300,"tr_0",1868
36237,"635a","P","CB","O","ct_9","42","CDI",9607,"tr_4",1059
36241,"542a","P","FZ","O","ct_9","42","CDI",20548,"tr_2",1900
36252,"684a","P","NZ","O","ct_9","42","CDI",4455,"tr_6",191
36270,"561b","C","IZ","O","ct_9","42","CDI",16523,"tr_1",1885
36272,"676c","P","GZ","O","ct_9","42","CDI",14354,"tr_3",1818
36273,"462e","C","GZ","O","ct_9","42","CDI",30932,"tr_0",1819
36275,"553b","C","GZ","O","ct_9","42","CDI",20435,"tr_1",2004
36280,"627b","C","CB","O","ct_9","42","CDI",19845,"tr_4",1924
36282,"643a","C","HZ","O","ct_9","42","CDI",29243,"tr_2",2199
36287,"563a","D","QB","O","ct_7","42","CDI",17664,"tr_1",3000
36289,"431f","P","QA","O","ct_6","69","CDI",26004,"tr_1",826
36304,"641a","C","BZ","O","ct_9","42","CDI",25809,"tr_2",2092
36305,"633a","C","FZ","O","ct_9","42","CDI",23020,"tr_2",1843
36311,"475b","C","CB","O","ct_9","42","CDI",21232,"tr_1",2035
36315,"474b","C","CH","O","ct_9","42","CDI",41161,"tr_6",1949
36326,"551a","P","GZ","O","ct_9","42","CDI",6688,"tr_1",677
36327,"467a","C","KZ","O","ct_9","42","CDI",20401,"tr_6",1350
36333,"563a","D","QB","O","ct_7","42","CDI",2029,"tr_0",490
36336,"675b","P","CC","O","ct_6","42","CDI",12988,"tr_1",1699
36346,"554a","P","CA","O","ct_9","42","CDI",6099,"tr_1",701
36353,"643a","C","EZ","O","ct_9","42","CDI",20336,"tr_1",2006
36355,"681b","C","FZ","A","ct_9","42","APP",12993,"tr_2",1980
36361,"374a","C","GZ","O","ct_9","42","CDI",22297,"tr_4",835
36364,"525d","C","QA","O","ct_3","38","CDI",17583,"tr_6",1820
